Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Unidade por Caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais
406;"Kit Recém Nascido Pagão";UN;62092000;0;R$25.33;;;Ativo;2;R$25.33;;;;;;;;;;;;;;"Kit Recém Nascido Pagão";"Kit Recém Nascido Pagão";1;;;;;produto;;;;;;;28.059.00;1;"Kit Recém Nascido Pagão";;20210604_123606.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjP1hJapdrwCu9h/fldknrxBWGyUjOsAV/attQMm9e4Jgf6SNzU), 20210604_143633.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjP1hJapdrwCu9h/fldknrxBWGyUjOsAV/attYhTja2urmraIx3);;;false;Novo;Não;;;;centímetro;;;;;;
PAI410;Pijama Calça + Regata;UN;62092000;0;R$19.20;;;Ativo;1;R$19.20;;;;;;;;;;;;;;Pijama Calça + Regata;Pijama Calça + Regata;1;;;;;produto;;;;;;;28.059.00;1;Pijama Calça + Regata;;20210605_131537.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmAlpo7PLX6FAfE/fldknrxBWGyUjOsAV/att4w8Dscf2HDCRcu);;;false;Novo;Não;;;;centímetro;;;;;;
410;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$19.20;;;Ativo;1;R$19.20;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;410;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;20210605_131537.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmAlpo7PLX6FAfE/fldknrxBWGyUjOsAV/att4w8Dscf2HDCRcu);;;SIM;Novo;Não;;;;centímetro;;;;;;
413;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$24.05;;;Ativo;1;R$24.05;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;410;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;20210605_132725.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmHmBUfDwrn2tca/fldknrxBWGyUjOsAV/attEnRvT0gkxynmNp);;;SIM;Novo;Não;;;;centímetro;;;;;;
416;"Tamanho: G - Bebê;Sexo: Masculino";UN;62092000;0;R$19.20;;;Ativo;1;R$19.20;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Masculino";"Tamanho: G - Bebê;Sexo: Masculino";1;;;;;produto;;;410;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Masculino";;20210605_125726.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recFEaPgHxYQEZOYp/fldknrxBWGyUjOsAV/attBeLgQVzTG2oGT2);;;SIM;Novo;Não;;;;centímetro;;;;;;
418;"Tamanho: 2 Anos;Sexo: Masculino";UN;62092000;0;R$24.05;;;Ativo;1;R$24.05;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Masculino";"Tamanho: 2 Anos;Sexo: Masculino";1;;;;;produto;;;410;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Masculino";;20210605_125222.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6d8a2Cp95pclK3/fldknrxBWGyUjOsAV/attB5SKImPOTp14hk);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI430;Conjunto Curto Listra;UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;Conjunto Curto Listra;Conjunto Curto Listra;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Curto Listra;;;;;false;Novo;Não;;;;centímetro;;;;;;
430;"Tamanho: 1 Ano;Sexo: Unisex";UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Unisex";"Tamanho: 1 Ano;Sexo: Unisex";1;;;;;produto;;;430;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
432;"Tamanho: 3 Anos;Sexo: Unisex";UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Unisex";"Tamanho: 3 Anos;Sexo: Unisex";1;;;;;produto;;;430;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
433;"Tamanho: M - Bebê;Sexo: Unisex";UN;62092000;0;R$16.76;;;Ativo;1;R$16.76;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Unisex";"Tamanho: M - Bebê;Sexo: Unisex";1;;;;;produto;;;430;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
436;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;430;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;20210715_204158.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmgzg9OP1qZOBIt/fldknrxBWGyUjOsAV/atteUbC0ul8fpR6nV);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI439;Conjunto Curto Poá ;UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;Conjunto Curto Poá ;Conjunto Curto Poá ;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Curto Poá ;;20210711_133956.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recd4gREG6DGwwWC4/fldknrxBWGyUjOsAV/attvSWDpQsI8sUVJk);;;false;Novo;Não;;;;centímetro;;;;;;
439;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;439;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;20210711_133956.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recd4gREG6DGwwWC4/fldknrxBWGyUjOsAV/attvSWDpQsI8sUVJk);;;SIM;Novo;Não;;;;centímetro;;;;;;
440;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;439;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;20210711_133956.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7QypHVO73QMMnY/fldknrxBWGyUjOsAV/att5D0BBQM6AB00uN);;;SIM;Novo;Não;;;;centímetro;;;;;;
444;Conjunto Curto Sorvete ;UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;Conjunto Curto Sorvete ;Conjunto Curto Sorvete ;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Curto Sorvete ;;20210715_204424.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recf0K30BBknHHF7B/fldknrxBWGyUjOsAV/attz3HzcCX3UV2IcZ);;;false;Novo;Não;;;;centímetro;;;;;;
449;Conjunto Curto Astronauta;UN;62092000;0;R$18.01;;;Ativo;1;R$18.01;;;;;;;;;;;;;;Conjunto Curto Astronauta;Conjunto Curto Astronauta;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Curto Astronauta;;20210714_123349.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recP4VaVDZjAn3YiK/fldknrxBWGyUjOsAV/attzle7kKZZPydLXC);;;false;Novo;Não;;;;centímetro;;;;;;
PAI451;Camiseta Manga Longa Raposa;UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;Camiseta Manga Longa Raposa;Camiseta Manga Longa Raposa;1;;;;;produto;;;;;;;28.059.00;1;Camiseta Manga Longa Raposa;;20210707_125115.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfvGe81ELrjtz8N/fldknrxBWGyUjOsAV/attq42pgNPQrwTL4n);;;false;Novo;Não;;;;centímetro;;;;;;
451;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;451;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;20210707_125115.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfvGe81ELrjtz8N/fldknrxBWGyUjOsAV/attq42pgNPQrwTL4n);;;SIM;Novo;Não;;;;centímetro;;;;;;
452;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;451;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;20210707_125115.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recvh5BFY5OueDlDw/fldknrxBWGyUjOsAV/attxD3RBCQnJrbmHW);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI454;Camisa Manga Longa Listra Rosa;UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;Camisa Manga Longa Listra Rosa;Camisa Manga Longa Listra Rosa;1;;;;;produto;;;;;;;28.059.00;1;Camisa Manga Longa Listra Rosa;;20210707_123607.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBnldkLlgc0tQTL/fldknrxBWGyUjOsAV/attdTVQ5G0Oxj5LCY);;;false;Novo;Não;;;;centímetro;;;;;;
454;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;454;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;20210707_123607.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recBnldkLlgc0tQTL/fldknrxBWGyUjOsAV/attdTVQ5G0Oxj5LCY);;;SIM;Novo;Não;;;;centímetro;;;;;;
456;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$11.32;;;Ativo;1;R$11.32;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;454;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;20210707_123607.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnoeaPOgOOvghI4/fldknrxBWGyUjOsAV/attOBFmnjny7FTTuu);;;SIM;Novo;Não;;;;centímetro;;;;;;
460;Luva Lisa;UN;62092000;0;R$2.36;;;Ativo;1;R$2.36;;;;;;;;;;;;;;Luva Lisa;Luva Lisa;1;;;;;produto;;;;;;;28.059.00;1;Luva Lisa;;;;;false;Novo;Não;;;;centímetro;;;;;;
PAI461;Calça Ribana;UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;Calça Ribana;Calça Ribana;1;;;;;produto;;;;;;;28.059.00;1;Calça Ribana;;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec3f4tXroDpAuoWA/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;false;Novo;Não;;;;centímetro;;;;;;
461;"Tamanho: 1 Ano;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Unisex";"Tamanho: 1 Ano;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Unisex";;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec3f4tXroDpAuoWA/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;SIM;Novo;Não;;;;centímetro;;;;;;
462;"Tamanho: 2 Anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Unisex";"Tamanho: 2 Anos;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Unisex";;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6GUrvp7oc7LLEY/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;SIM;Novo;Não;;;;centímetro;;;;;;
463;"Tamanho: 3 Anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Unisex";"Tamanho: 3 Anos;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Unisex";;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rech7unM7AvW3XsOk/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;SIM;Novo;Não;;;;centímetro;;;;;;
464;"Tamanho: 4 anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Unisex";"Tamanho: 4 anos;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Unisex";;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQNLtg7N0z8mvuy/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;SIM;Novo;Não;;;;centímetro;;;;;;
466;"Tamanho: 2 Anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Unisex";"Tamanho: 2 Anos;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Unisex";;20210715_153836.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recCjs0qFQZF3Fqbc/fldknrxBWGyUjOsAV/attGH7Vf9pTJRAAOG);;;SIM;Novo;Não;;;;centímetro;;;;;;
468;"Tamanho: 4 anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Unisex";"Tamanho: 4 anos;Sexo: Unisex";1;;;;;produto;;;461;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Unisex";;20210715_153836.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqHz0cYgADHJOjf/fldknrxBWGyUjOsAV/attGH7Vf9pTJRAAOG);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI470;Cardigan ;UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;Cardigan ;Cardigan ;1;;;;;produto;;;;;;;28.059.00;1;Cardigan ;;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6rR8Ssl3h21l1Z/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;false;Novo;Não;;;;centímetro;;;;;;
470;"Tamanho: 2 Anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Unisex";"Tamanho: 2 Anos;Sexo: Unisex";1;;;;;produto;;;470;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Unisex";;20210713_112147.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6rR8Ssl3h21l1Z/fldknrxBWGyUjOsAV/attFB8Ucd5mqEVoor);;;SIM;Novo;Não;;;;centímetro;;;;;;
474;"Tamanho: 2 Anos;Sexo: Unisex";UN;62092000;0;R$16.17;;;Ativo;1;R$16.17;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Unisex";"Tamanho: 2 Anos;Sexo: Unisex";1;;;;;produto;;;470;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Unisex";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
488;Conjunto Longo Melancia;UN;62092000;0;R$19.58;;;Ativo;1;R$19.58;;;;;;;;;;;;;;Conjunto Longo Melancia;Conjunto Longo Melancia;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Longo Melancia;;20210711_134204.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6f5DuMLGqD2GQF/fldknrxBWGyUjOsAV/attOIFDfOxE9IvH0o);;;false;Novo;Não;;;;centímetro;;;;;;
PAI494;Conjunto Blusa Branca e Short Molinho;UN;62092000;0;R$18.02;;;Ativo;1;R$18.02;;;;;;;;;;;;;;Conjunto Blusa Branca e Short Molinho;Conjunto Blusa Branca e Short Molinho;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Blusa Branca e Short Molinho;;;;;false;Novo;Não;;;;centímetro;;;;;;
494;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$18.02;;;Ativo;1;R$18.02;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;494;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
495;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$18.02;;;Ativo;1;R$18.02;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;494;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
497;Conjunto Cereja Blusa e Short;UN;62092000;0;R$33.88;;;Ativo;1;R$33.88;;;;;;;;;;;;;;Conjunto Cereja Blusa e Short;Conjunto Cereja Blusa e Short;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Cereja Blusa e Short;;20210906_100808.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reczQouxcRhvq5fCA/fldknrxBWGyUjOsAV/attAipIm5a4mYFhPo);;;false;Novo;Não;;;;centímetro;;;;;;
499;"Vestido Tule Jeans Trick Nick";UN;62092000;0;R$28.21;;;Ativo;1;R$28.21;;;;;;;;;;;;;;"Vestido Tule Jeans Trick Nick";"Vestido Tule Jeans Trick Nick";1;;;;;produto;;;;;;;28.059.00;1;"Vestido Tule Jeans Trick Nick";;20210424_155945.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIYN1SiN8fDOJ8C/fldknrxBWGyUjOsAV/attS21nqGyWFC2uVt);;;false;Novo;Não;;;;centímetro;;;;;;
504;Macacão com Pés Ursinho;UN;62092000;0;R$25.95;;;Ativo;1;R$25.95;;;;;;;;;;;;;;Macacão com Pés Ursinho;Macacão com Pés Ursinho;1;;;;;produto;;;;;;;28.059.00;1;Macacão com Pés Ursinho;;20220429_133055.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recASLlxUDHIFe1ug/fldknrxBWGyUjOsAV/attIJ9eIZlBbiiL71), 20220429_133019.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recASLlxUDHIFe1ug/fldknrxBWGyUjOsAV/att2dLB9mHtOISLCG);;;false;Novo;Não;;;;centímetro;;;;;;
PAI505;Conjunto Corrida Blusa e Short;UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;Conjunto Corrida Blusa e Short;Conjunto Corrida Blusa e Short;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Corrida Blusa e Short;;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciznSiz0pRZdTDJ/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);;;false;Novo;Não;;;;centímetro;;;;;;
505;"Tamanho: 1 Ano;Sexo: Masculino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Masculino";"Tamanho: 1 Ano;Sexo: Masculino";1;;;;;produto;;;505;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Masculino";;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciznSiz0pRZdTDJ/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);;;SIM;Novo;Não;;;;centímetro;;;;;;
506;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;505;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recN2qaLWuS9P0X7E/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);;;SIM;Novo;Não;;;;centímetro;;;;;;
507;"Tamanho: 3 Anos;Sexo: Masculino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Masculino";"Tamanho: 3 Anos;Sexo: Masculino";1;;;;;produto;;;505;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Masculino";;WhatsApp Image 2021-11-20 at 16.08.48.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8qmpkSL7VgANtH/fldknrxBWGyUjOsAV/attlTVv2fvY7vN0rh);;;SIM;Novo;Não;;;;centímetro;;;;;;
509;"Conjunto Blusa e Short Coqueiro";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Conjunto Blusa e Short Coqueiro";"Conjunto Blusa e Short Coqueiro";1;;;;;produto;;;;;;;28.059.00;1;"Conjunto Blusa e Short Coqueiro";;WhatsApp Image 2021-10-03 at 23.24.19 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recT6GBOtpkObhoBw/fldknrxBWGyUjOsAV/attKl1DaTdAh3KgEZ);;;false;Novo;Não;;;;centímetro;;;;;;
527;Bermuda Tactel ;UN;62092000;0;R$13.48;;;Ativo;1;R$13.48;;;;;;;;;;;;;;Bermuda Tactel ;Bermuda Tactel ;1;;;;;produto;;;;;;;28.059.00;1;Bermuda Tactel ;;WhatsApp Image 2021-10-02 at 23.23.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recq6JJfz20jV10pT/fldknrxBWGyUjOsAV/attzB8SkoF7QgJhrx);;;false;Novo;Não;;;;centímetro;;;;;;
PAI529;Conjunto Body Longo + Calça Unicórnio;UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;Conjunto Body Longo + Calça Unicórnio;Conjunto Body Longo + Calça Unicórnio;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Body Longo + Calça Unicórnio;;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRWCmQJ376EGttk/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);;;false;Novo;Não;;;;centímetro;;;;;;
529;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;529;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recRWCmQJ376EGttk/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);;;SIM;Novo;Não;;;;centímetro;;;;;;
530;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;529;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVJyM7S70Zod9wQ/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);;;SIM;Novo;Não;;;;centímetro;;;;;;
531;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;529;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJkK5ryCwSvtKcg/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);;;SIM;Novo;Não;;;;centímetro;;;;;;
532;"Tamanho: XG - Bebê;Sexo: Feminino";UN;62092000;0;R$22.55;;;Ativo;1;R$22.55;;;;;;;;;;;;;;"Tamanho: XG - Bebê;Sexo: Feminino";"Tamanho: XG - Bebê;Sexo: Feminino";1;;;;;produto;;;529;;;;28.059.00;1;"Tamanho: XG - Bebê;Sexo: Feminino";;20210905_222156.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5g2sOQYy56IM51/fldknrxBWGyUjOsAV/att5C4oIqlefA1IJK);;;SIM;Novo;Não;;;;centímetro;;;;;;
