Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Unidade por Caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais
1044;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$32.17;;;Ativo;1;R$32.17;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;1044;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;WhatsApp Image 2022-09-27 at 20.13.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/attp7iKTDDFwnophu), WhatsApp Image 2022-09-27 at 20.13.42 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/att6oCYqh7xvN6wGs), WhatsApp Image 2022-09-27 at 20.13.42 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/attkUkv1kqgwczugh), WhatsApp Image 2022-09-27 at 20.13.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/attcjl8AZDR0ADLeM), WhatsApp Image 2022-09-27 at 20.13.43 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/att9ssrwIHseWFcTA), WhatsApp Image 2022-09-27 at 20.13.43.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWoYy6zIjnsvJES/fldknrxBWGyUjOsAV/att5zvDuSyswdYLDm);;;SIM;Novo;Não;;;;centímetro;;;;;;
1045;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$32.17;;;Ativo;1;R$32.17;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;1044;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;WhatsApp Image 2022-09-27 at 20.13.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/attp7iKTDDFwnophu), WhatsApp Image 2022-09-27 at 20.13.42 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/att6oCYqh7xvN6wGs), WhatsApp Image 2022-09-27 at 20.13.42 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/attkUkv1kqgwczugh), WhatsApp Image 2022-09-27 at 20.13.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/attcjl8AZDR0ADLeM), WhatsApp Image 2022-09-27 at 20.13.43 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/att9ssrwIHseWFcTA), WhatsApp Image 2022-09-27 at 20.13.43.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec7OMIJK8O53cvKY/fldknrxBWGyUjOsAV/att5zvDuSyswdYLDm);;;SIM;Novo;Não;;;;centímetro;;;;;;
1047;"Tamanho: 12 anos;Sexo: Feminino";UN;62092000;0;R$32.17;;;Ativo;1;R$32.17;;;;;;;;;;;;;;"Tamanho: 12 anos;Sexo: Feminino";"Tamanho: 12 anos;Sexo: Feminino";1;;;;;produto;;;1044;;;;28.059.00;1;"Tamanho: 12 anos;Sexo: Feminino";;WhatsApp Image 2022-09-27 at 20.13.41.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/attp7iKTDDFwnophu), WhatsApp Image 2022-09-27 at 20.13.42 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/att6oCYqh7xvN6wGs), WhatsApp Image 2022-09-27 at 20.13.42 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/attkUkv1kqgwczugh), WhatsApp Image 2022-09-27 at 20.13.42.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/attcjl8AZDR0ADLeM), WhatsApp Image 2022-09-27 at 20.13.43 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/att9ssrwIHseWFcTA), WhatsApp Image 2022-09-27 at 20.13.43.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqNFjL8khDGBBmA/fldknrxBWGyUjOsAV/att5zvDuSyswdYLDm);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI1048;Conjunto Longo Body + Calça Kikarinho;UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;Conjunto Longo Body + Calça Kikarinho;Conjunto Longo Body + Calça Kikarinho;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Longo Body + Calça Kikarinho;;;;;false;Novo;Não;;;;centímetro;;;;;;
1048;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1049;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1050;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1051;"Tamanho: P - Bebê;Sexo: Masculino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Masculino";"Tamanho: P - Bebê;Sexo: Masculino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1052;"Tamanho: M - Bebê;Sexo: Masculino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Masculino";"Tamanho: M - Bebê;Sexo: Masculino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1053;"Tamanho: G - Bebê;Sexo: Masculino";UN;62092000;0;R$19.66;;;Ativo;2;R$19.66;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Masculino";"Tamanho: G - Bebê;Sexo: Masculino";1;;;;;produto;;;1048;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1058;"Kit 3 camisetas lisas Kikarinho";UN;62092000;0;R$17.81;;;Ativo;1;R$17.81;;;;;;;;;;;;;;"Kit 3 camisetas lisas Kikarinho";"Kit 3 camisetas lisas Kikarinho";1;;;;;produto;;;;;;;28.059.00;1;"Kit 3 camisetas lisas Kikarinho";;;;;false;Novo;Não;;;;centímetro;;;;;;
1059;"Kit Saída Maternidade 3 peças Kikarinho ";UN;62092000;0;R$74.73;;;Ativo;1;R$74.73;;;;;;;;;;;;;;"Kit Saída Maternidade 3 peças Kikarinho ";"Kit Saída Maternidade 3 peças Kikarinho ";1;;;;;produto;;;;;;;28.059.00;1;"Kit Saída Maternidade 3 peças Kikarinho ";;WhatsApp Image 2021-10-02 at 17.06.29 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoFnJk065YHho6L/fldknrxBWGyUjOsAV/att6k88ZFw7Cxe7ua);;;false;Novo;Não;;;;centímetro;;;;;;
PAI1062;Vestido Laís Bordado ;UN;62092000;0;R$25.42;;;Ativo;1;R$25.42;;;;;;;;;;;;;;Vestido Laís Bordado ;Vestido Laís Bordado ;1;;;;;produto;;;;;;;28.059.00;1;Vestido Laís Bordado ;;;;;false;Novo;Não;;;;centímetro;;;;;;
1062;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$25.42;;;Ativo;1;R$25.42;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;1062;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1063;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$25.42;;;Ativo;1;R$25.42;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;1062;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
1064;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$25.42;;;Ativo;1;R$25.42;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;1062;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI1065;Vestido Stella Branco Mundo Ray;UN;62092000;0;R$15.12;;;Ativo;2;R$15.12;;;;;;;;;;;;;;Vestido Stella Branco Mundo Ray;Vestido Stella Branco Mundo Ray;1;;;;;produto;;;;;;;28.059.00;1;Vestido Stella Branco Mundo Ray;;WhatsApp Image 2022-09-28 at 18.36.36 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recm61OPxAX79Dh9t/fldknrxBWGyUjOsAV/attGuLLJ6P7szo3gr), WhatsApp Image 2022-09-28 at 18.36.36 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recm61OPxAX79Dh9t/fldknrxBWGyUjOsAV/attd14JaNBi0nAM6q);;;false;Novo;Não;;;;centímetro;;;;;;
1065;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$15.12;;;Ativo;2;R$15.12;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;1065;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.36 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recm61OPxAX79Dh9t/fldknrxBWGyUjOsAV/attGuLLJ6P7szo3gr), WhatsApp Image 2022-09-28 at 18.36.36 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recm61OPxAX79Dh9t/fldknrxBWGyUjOsAV/attd14JaNBi0nAM6q);;;SIM;Novo;Não;;;;centímetro;;;;;;
1066;"Tamanho: 4 anos;Sexo: Feminino";UN;62092000;0;R$15.12;;;Ativo;2;R$15.12;;;;;;;;;;;;;;"Tamanho: 4 anos;Sexo: Feminino";"Tamanho: 4 anos;Sexo: Feminino";1;;;;;produto;;;1065;;;;28.059.00;1;"Tamanho: 4 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.36 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmx0ElUeukruhEH/fldknrxBWGyUjOsAV/attGuLLJ6P7szo3gr), WhatsApp Image 2022-09-28 at 18.36.36 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recmx0ElUeukruhEH/fldknrxBWGyUjOsAV/attd14JaNBi0nAM6q);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI1068;Vestido Corações Isabella Mundo Ray;UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;Vestido Corações Isabella Mundo Ray;Vestido Corações Isabella Mundo Ray;1;;;;;produto;;;;;;;28.059.00;1;Vestido Corações Isabella Mundo Ray;;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;false;Novo;Não;;;;centímetro;;;;;;
1068;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;1068;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLwHkdLftt9t2gK/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;SIM;Novo;Não;;;;centímetro;;;;;;
1070;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;1068;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recezB4n1bFerqXd0/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recezB4n1bFerqXd0/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recezB4n1bFerqXd0/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;SIM;Novo;Não;;;;centímetro;;;;;;
1071;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;1068;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8bbPlHhhUJozy5/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8bbPlHhhUJozy5/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8bbPlHhhUJozy5/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;SIM;Novo;Não;;;;centímetro;;;;;;
1072;"Tamanho: 10 anos;Sexo: Feminino";UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;"Tamanho: 10 anos;Sexo: Feminino";"Tamanho: 10 anos;Sexo: Feminino";1;;;;;produto;;;1068;;;;28.059.00;1;"Tamanho: 10 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5n4U39XGrQLyqE/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5n4U39XGrQLyqE/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5n4U39XGrQLyqE/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;SIM;Novo;Não;;;;centímetro;;;;;;
1073;"Tamanho: 12 anos;Sexo: Feminino";UN;62092000;0;R$30.32;;;Ativo;1;R$30.32;;;;;;;;;;;;;;"Tamanho: 12 anos;Sexo: Feminino";"Tamanho: 12 anos;Sexo: Feminino";1;;;;;produto;;;1068;;;;28.059.00;1;"Tamanho: 12 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.32 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoZwwycwHgEd0kf/fldknrxBWGyUjOsAV/attFGJjRaIq3ogjgb), WhatsApp Image 2022-09-28 at 18.36.32 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoZwwycwHgEd0kf/fldknrxBWGyUjOsAV/atttYGF7g5yz6q9xU), WhatsApp Image 2022-09-28 at 18.36.33.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoZwwycwHgEd0kf/fldknrxBWGyUjOsAV/attmn91hnilUQHKNG);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI1074;Vestido Manga Curta Algodão Melinda Mundo Ray;UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;Vestido Manga Curta Algodão Melinda Mundo Ray;Vestido Manga Curta Algodão Melinda Mundo Ray;1;;;;;produto;;;;;;;28.059.00;1;Vestido Manga Curta Algodão Melinda Mundo Ray;;WhatsApp Image 2022-09-28 at 18.36.35 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu034ZEGnDeDc4w/fldknrxBWGyUjOsAV/att3A78jFAbmozz3R), WhatsApp Image 2022-09-28 at 18.36.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu034ZEGnDeDc4w/fldknrxBWGyUjOsAV/attWbqeEmLjtN0bF3);;;false;Novo;Não;;;;centímetro;;;;;;
1074;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;1074;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.35 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu034ZEGnDeDc4w/fldknrxBWGyUjOsAV/att3A78jFAbmozz3R), WhatsApp Image 2022-09-28 at 18.36.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recu034ZEGnDeDc4w/fldknrxBWGyUjOsAV/attWbqeEmLjtN0bF3);;;SIM;Novo;Não;;;;centímetro;;;;;;
1075;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;1074;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.33 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoD0XDG5icoZsyX/fldknrxBWGyUjOsAV/attaEIcgrhmzGqMRT), WhatsApp Image 2022-09-28 at 18.36.34.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recoD0XDG5icoZsyX/fldknrxBWGyUjOsAV/attC41ZHJlGWQ7rvr);;;SIM;Novo;Não;;;;centímetro;;;;;;
1076;"Tamanho: 6 anos;Sexo: Feminino";UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;"Tamanho: 6 anos;Sexo: Feminino";"Tamanho: 6 anos;Sexo: Feminino";1;;;;;produto;;;1074;;;;28.059.00;1;"Tamanho: 6 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.33 (3).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqMGZfZYPmjBUU4/fldknrxBWGyUjOsAV/attaEIcgrhmzGqMRT), WhatsApp Image 2022-09-28 at 18.36.34.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqMGZfZYPmjBUU4/fldknrxBWGyUjOsAV/attC41ZHJlGWQ7rvr);;;SIM;Novo;Não;;;;centímetro;;;;;;
1077;"Tamanho: 8 anos;Sexo: Feminino";UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;"Tamanho: 8 anos;Sexo: Feminino";"Tamanho: 8 anos;Sexo: Feminino";1;;;;;produto;;;1074;;;;28.059.00;1;"Tamanho: 8 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.35 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccADxw7XXoIlvs1/fldknrxBWGyUjOsAV/att3A78jFAbmozz3R), WhatsApp Image 2022-09-28 at 18.36.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccADxw7XXoIlvs1/fldknrxBWGyUjOsAV/attWbqeEmLjtN0bF3);;;SIM;Novo;Não;;;;centímetro;;;;;;
1078;"Tamanho: 10 anos;Sexo: Feminino";UN;62092000;0;R$29.56;;;Ativo;1;R$29.56;;;;;;;;;;;;;;"Tamanho: 10 anos;Sexo: Feminino";"Tamanho: 10 anos;Sexo: Feminino";1;;;;;produto;;;1074;;;;28.059.00;1;"Tamanho: 10 anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.35 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechGu4DfgBME0DOD/fldknrxBWGyUjOsAV/att3A78jFAbmozz3R), WhatsApp Image 2022-09-28 at 18.36.35 (2).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rechGu4DfgBME0DOD/fldknrxBWGyUjOsAV/attWbqeEmLjtN0bF3);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI1079;Conjunto Candy Mundo Ray;UN;62092000;0;R$26.52;;;Ativo;1;R$26.52;;;;;;;;;;;;;;Conjunto Candy Mundo Ray;Conjunto Candy Mundo Ray;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Candy Mundo Ray;;WhatsApp Image 2022-09-28 at 18.36.31.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/attZSNljUlQ23AqPM), WhatsApp Image 2022-09-28 at 18.36.36 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/att8SFIA0TTduvvgo), WhatsApp Image 2022-09-28 at 18.36.36.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/attDd6DtEaUY3sWvY);;;false;Novo;Não;;;;centímetro;;;;;;
1079;"Tamanho: 2 Anos;Sexo: Feminino";UN;62092000;0;R$26.52;;;Ativo;1;R$26.52;;;;;;;;;;;;;;"Tamanho: 2 Anos;Sexo: Feminino";"Tamanho: 2 Anos;Sexo: Feminino";1;;;;;produto;;;1079;;;;28.059.00;1;"Tamanho: 2 Anos;Sexo: Feminino";;WhatsApp Image 2022-09-28 at 18.36.31.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/attZSNljUlQ23AqPM), WhatsApp Image 2022-09-28 at 18.36.36 (1).jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/att8SFIA0TTduvvgo), WhatsApp Image 2022-09-28 at 18.36.36.jpeg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec235iOhgDZxcVF2/fldknrxBWGyUjOsAV/attDd6DtEaUY3sWvY);;;SIM;Novo;Não;;;;centímetro;;;;;;
